news_id,date,stock,name,sector,language,event_type,true_label,pred_label,score,confidence,prob_pos,prob_neg,prob_neu
N000811,2011-05-06,ROBI,Robi Axiata Limited,Telecom,bn,expansion,negative,neutral,0.0,0.0,0.5,0.5,1.0
N000188,2012-08-09,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,earnings,positive,positive,0.933499189093709,0.9569173455238342,0.9569173455238342,0.023418156430125237,0.01966451108455658
N000791,2017-12-01,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,earnings,neutral,neutral,0.004868432879447937,0.9483852386474609,0.02824156917631626,0.023373136296868324,0.9483852386474609
N001168,2015-02-06,BATBC,British American Tobacco Bangladesh,Tobacco,en,expansion,positive,positive,0.7548389304429293,0.7653148174285889,0.7653148174285889,0.0104758869856596,0.224209263920784
N000986,2024-12-02,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,expansion,negative,negative,-0.9534568935632706,0.9620676040649414,0.008610710501670837,0.9620676040649414,0.02932167425751686
N000210,2026-07-28,EBL,Eastern Bank PLC,Bank,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N000206,2025-09-26,EBL,Eastern Bank PLC,Bank,en,macro,neutral,positive,0.39185895025730133,0.5736038684844971,0.5736038684844971,0.18174491822719574,0.24465115368366241
N000573,2014-09-12,RENATA,Renata Limited,Pharma,bn,earnings,negative,positive,1.0,1.0,1.0,0.0,0.0
N000364,2016-08-12,NCCBANK,National Credit & Commerce Bank,Bank,en,dividend,positive,neutral,0.1910199411213398,0.7645460963249207,0.2132369428873062,0.022217001765966415,0.7645460963249207
N001377,2017-12-01,JAMUNAOIL,Jamuna Oil Company,Fuel,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000708,2014-11-25,GP,Grameenphone Limited,Telecom,en,regulatory,neutral,neutral,0.08434521593153477,0.8784541487693787,0.10294552147388458,0.018600305542349815,0.8784541487693787
N001235,2012-12-28,WALTONHIL,Walton Hi-Tech Industries,Electronics,en,macro,neutral,positive,0.2867901921272278,0.439241498708725,0.439241498708725,0.1524513065814972,0.40830713510513306
N000064,2015-02-06,BRACBANK,BRAC Bank Limited,Bank,en,macro,positive,positive,0.9321084823459387,0.9541338086128235,0.9541338086128235,0.022025326266884804,0.023840801790356636
N001455,2020-09-22,DSEX,DSE Broad Index,Index,en,macro,positive,positive,0.9320220071822405,0.9541099071502686,0.9541099071502686,0.02208789996802807,0.02380215749144554
N000790,2024-03-18,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,dividend,neutral,neutral,0.09030513372272253,0.8861291408538818,0.10208801180124283,0.011782878078520298,0.8861291408538818
N001114,2026-07-17,UNILEVER,Unilever Consumer Care,Consumer,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N000132,2025-11-07,DBBL,Dutch-Bangla Bank PLC,Bank,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000243,2017-09-14,EBL,Eastern Bank PLC,Bank,en,macro,positive,positive,0.9319989662617445,0.9539946913719177,0.9539946913719177,0.021995725110173225,0.0240095853805542
N000907,2016-11-02,SUMITPOWER,Summit Power International,Power,en,expansion,negative,negative,-0.9461995949968696,0.9556764960289001,0.009476901032030582,0.9556764960289001,0.034846626222133636
N001035,2010-04-08,LAFARGECEM,LafargeHolcim Bangladesh,Cement,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001359,2012-09-17,JAMUNAOIL,Jamuna Oil Company,Fuel,en,earnings,positive,positive,0.9337200615555048,0.9572800993919373,0.9572800993919373,0.023560037836432457,0.019159851595759392
N001045,2022-02-15,LAFARGECEM,LafargeHolcim Bangladesh,Cement,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000993,2011-09-30,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,macro,neutral,positive,0.29056416451931,0.45294487476348877,0.45294487476348877,0.16238071024417877,0.38467442989349365
N000888,2014-12-12,POWERGRID,Power Grid Company of Bangladesh,Power,bn,macro,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000553,2025-12-31,RENATA,Renata Limited,Pharma,bn,expansion,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000296,2020-02-21,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,dividend,neutral,positive,1.0,1.0,1.0,0.0,0.0
N001109,2018-04-04,UNILEVER,Unilever Consumer Care,Consumer,bn,macro,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000035,2020-06-22,BANKASIA,Bank Asia Limited,Bank,en,macro,positive,positive,0.93338393419981,0.9542956352233887,0.9542956352233887,0.020911701023578644,0.024792565032839775
N001446,2019-01-18,CUSTOMERS,Customer's Care PLC,Services,en,macro,neutral,positive,0.31791532039642334,0.46784883737564087,0.46784883737564087,0.14993351697921753,0.38221773505210876
N000818,2023-07-31,ROBI,Robi Axiata Limited,Telecom,bn,macro,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001514,2010-10-08,DSEX,DSE Broad Index,Index,en,expansion,neutral,neutral,0.026447143405675888,0.9323328733444214,0.047057144343853,0.02061000093817711,0.9323328733444214
N001484,2016-03-31,DSEX,DSE Broad Index,Index,en,macro,neutral,positive,0.3043275475502014,0.46139228343963623,0.46139228343963623,0.15706473588943481,0.38154295086860657
N000528,2021-01-24,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,dividend,neutral,neutral,0.06920608598738909,0.9066499471664429,0.08127808570861816,0.012071999721229076,0.9066499471664429
N001347,2024-01-05,TITASGAS,Titas Gas Transmission,Gas,en,scandal,negative,negative,-0.9281405545771122,0.9372135996818542,0.00907304510474205,0.9372135996818542,0.05371338129043579
N001209,2013-05-17,WALTONHIL,Walton Hi-Tech Industries,Electronics,en,macro,neutral,positive,0.28643929958343506,0.43742263317108154,0.43742263317108154,0.15098333358764648,0.4115940034389496
N000976,2021-12-09,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,expansion,negative,negative,-0.9389453642070293,0.9506836533546448,0.011738289147615433,0.9506836533546448,0.037578023970127106
N001541,2020-09-04,DSEX,DSE Broad Index,Index,en,macro,neutral,positive,0.40277664363384247,0.5729663968086243,0.5729663968086243,0.1701897531747818,0.25684383511543274
N000459,2024-09-27,SIBL,Social Islami Bank Limited,Bank,en,earnings,neutral,neutral,0.005054013803601265,0.9502037763595581,0.027425121515989304,0.02237110771238804,0.9502037763595581
N000751,2023-07-03,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,macro,positive,positive,1.0,1.0,1.0,0.0,0.0
N000008,2018-06-28,BANKASIA,Bank Asia Limited,Bank,en,earnings,neutral,neutral,0.01386188343167305,0.948005735874176,0.03292805328965187,0.01906616985797882,0.948005735874176
N001380,2023-10-05,JAMUNAOIL,Jamuna Oil Company,Fuel,bn,macro,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000730,2018-01-04,GP,Grameenphone Limited,Telecom,en,dividend,neutral,neutral,0.061850895173847675,0.912067711353302,0.07489156723022461,0.013040672056376934,0.912067711353302
N000322,2012-05-30,MUTUALTRUST,Mutual Trust Bank Limited,Bank,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001354,2014-01-17,JAMUNAOIL,Jamuna Oil Company,Fuel,en,regulatory,negative,negative,-0.890661358833313,0.9009850025177002,0.010323643684387207,0.9009850025177002,0.08869141340255737
N000703,2012-11-30,GP,Grameenphone Limited,Telecom,bn,expansion,positive,neutral,0.0,0.0,0.0,0.0,1.0
N000039,2015-04-21,BANKASIA,Bank Asia Limited,Bank,en,dividend,negative,negative,-0.9618016611784697,0.9718189239501953,0.010017262771725655,0.9718189239501953,0.01816376857459545
N000862,2021-02-26,POWERGRID,Power Grid Company of Bangladesh,Power,en,dividend,neutral,neutral,0.07300534751266241,0.9022241830825806,0.08539056777954102,0.012385220266878605,0.9022241830825806
N001070,2024-03-06,MARICO,Marico Bangladesh Limited,Consumer,bn,regulatory,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000651,2012-05-18,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,en,regulatory,positive,positive,0.7995215058326721,0.8121024370193481,0.8121024370193481,0.012580931186676025,0.17531660199165344
N001219,2012-09-28,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,expansion,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000199,2011-03-04,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,scandal,negative,negative,-0.9508812120184302,0.9648308753967285,0.013949663378298283,0.9648308753967285,0.02121945656836033
N001395,2023-06-16,JAMUNAOIL,Jamuna Oil Company,Fuel,en,regulatory,negative,negative,-0.9207336138933897,0.9306971430778503,0.00996352918446064,0.9306971430778503,0.059339314699172974
N000816,2024-05-14,ROBI,Robi Axiata Limited,Telecom,en,expansion,negative,negative,-0.9512380007654428,0.9602971076965332,0.009059106931090355,0.9602971076965332,0.03064385987818241
N001292,2026-07-28,BEXIMCO,BEXIMCO Limited,Conglomerate,en,macro,negative,negative,-0.9157559052109718,0.9510741233825684,0.03531821817159653,0.9510741233825684,0.01360761933028698
N001090,2016-08-12,MARICO,Marico Bangladesh Limited,Consumer,en,macro,neutral,positive,0.3581487536430359,0.547938346862793,0.547938346862793,0.18978959321975708,0.2622721493244171
N000320,2021-05-03,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,scandal,negative,negative,-0.9255398940294981,0.9352463483810425,0.00970645435154438,0.9352463483810425,0.05504726618528366
N001539,2026-07-03,DSEX,DSE Broad Index,Index,bn,expansion,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001485,2014-11-26,DSEX,DSE Broad Index,Index,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000678,2024-03-18,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,en,expansion,neutral,neutral,0.03761908784508705,0.9245476722717285,0.056535668671131134,0.018916580826044083,0.9245476722717285
N000068,2021-06-21,BRACBANK,BRAC Bank Limited,Bank,en,earnings,negative,negative,-0.9664390180259943,0.9757644534111023,0.009325435385107994,0.9757644534111023,0.014910142868757248
N001278,2016-09-26,BEXIMCO,BEXIMCO Limited,Conglomerate,en,dividend,neutral,neutral,0.05812630243599415,0.9151635766029358,0.07148139178752899,0.013355089351534843,0.9151635766029358
N000175,2024-10-04,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,earnings,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000520,2012-04-22,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,bn,macro,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000268,2026-04-24,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,bn,regulatory,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000334,2013-10-28,MUTUALTRUST,Mutual Trust Bank Limited,Bank,bn,regulatory,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000998,2016-07-15,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001340,2022-10-28,TITASGAS,Titas Gas Transmission,Gas,en,expansion,positive,positive,0.7587771732360125,0.7685514092445374,0.7685514092445374,0.009774236008524895,0.2216743677854538
N001258,2021-02-05,BEXIMCO,BEXIMCO Limited,Conglomerate,en,expansion,neutral,neutral,0.03148212842643261,0.9284630417823792,0.05150952190160751,0.020027393475174904,0.9284630417823792
N000792,2018-12-13,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,macro,neutral,positive,0.284908726811409,0.44201600551605225,0.44201600551605225,0.15710727870464325,0.4008767604827881
N001471,2016-04-05,DSEX,DSE Broad Index,Index,en,dividend,positive,neutral,0.2545613646507263,0.7059611678123474,0.27430012822151184,0.019738763570785522,0.7059611678123474
N001327,2022-02-10,TITASGAS,Titas Gas Transmission,Gas,bn,regulatory,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000606,2021-07-23,ACI,ACI Limited,Pharma,en,dividend,positive,positive,0.8137436714023352,0.8286752104759216,0.8286752104759216,0.014931539073586464,0.1563931554555893
N001170,2012-08-03,BATBC,British American Tobacco Bangladesh,Tobacco,en,scandal,negative,negative,-0.9504313496872783,0.9656199812889099,0.015188631601631641,0.9656199812889099,0.019191406667232513
N001236,2019-04-19,WALTONHIL,Walton Hi-Tech Industries,Electronics,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N000349,2017-05-29,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,macro,negative,negative,-0.45164361596107483,0.7166876792907715,0.26504406332969666,0.7166876792907715,0.018268249928951263
N000657,2013-12-02,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,en,earnings,negative,negative,-0.9659303445369005,0.975628137588501,0.009697793051600456,0.975628137588501,0.01467406190931797
N001523,2024-09-05,DSEX,DSE Broad Index,Index,en,expansion,neutral,neutral,0.026447143405675888,0.9323328733444214,0.047057144343853,0.02061000093817711,0.9323328733444214
N000837,2016-06-30,ROBI,Robi Axiata Limited,Telecom,en,earnings,neutral,neutral,0.006303369998931885,0.9494308233261108,0.028436239808797836,0.02213286980986595,0.9494308233261108
N001552,2023-04-14,DSEX,DSE Broad Index,Index,en,dividend,neutral,neutral,0.062426150776445866,0.9131609797477722,0.07463260740041733,0.012206456623971462,0.9131609797477722
N000923,2010-05-03,SUMITPOWER,Summit Power International,Power,bn,expansion,negative,neutral,0.0,0.0,0.5,0.5,1.0
N000649,2012-04-06,ACI,ACI Limited,Pharma,bn,expansion,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000849,2019-09-27,ROBI,Robi Axiata Limited,Telecom,en,expansion,positive,positive,0.7119451500475407,0.7234221696853638,0.7234221696853638,0.011477019637823105,0.2651008665561676
N000781,2016-03-10,BSCCL,Bangladesh Submarine Cable Company,Telecom,en,scandal,negative,negative,-0.951037366874516,0.9657956957817078,0.014758328907191753,0.9657956957817078,0.019445955753326416
N001184,2022-02-15,BATBC,British American Tobacco Bangladesh,Tobacco,bn,regulatory,positive,positive,1.0,1.0,1.0,0.0,0.0
N000078,2015-04-09,BRACBANK,BRAC Bank Limited,Bank,en,macro,negative,negative,-0.8542621284723282,0.9207555651664734,0.0664934366941452,0.9207555651664734,0.012750987894833088
N001111,2011-09-23,UNILEVER,Unilever Consumer Care,Consumer,bn,earnings,positive,positive,1.0,1.0,1.0,0.0,0.0
N000632,2013-05-20,ACI,ACI Limited,Pharma,bn,dividend,positive,positive,1.0,1.0,1.0,0.0,0.0
N001257,2014-02-07,BEXIMCO,BEXIMCO Limited,Conglomerate,en,expansion,positive,positive,0.5399921871721745,0.5510177612304688,0.5510177612304688,0.011025574058294296,0.43795669078826904
N000904,2010-06-04,SUMITPOWER,Summit Power International,Power,en,macro,negative,negative,-0.8597236946225166,0.9235487580299377,0.06382506340742111,0.9235487580299377,0.012626242823898792
N000245,2016-05-06,EBL,Eastern Bank PLC,Bank,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000957,2017-11-03,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,bn,macro,positive,neutral,0.0,0.0,0.0,0.0,1.0
N000897,2015-03-27,POWERGRID,Power Grid Company of Bangladesh,Power,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N000301,2018-12-06,MUTUALTRUST,Mutual Trust Bank Limited,Bank,bn,macro,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000721,2016-10-04,GP,Grameenphone Limited,Telecom,en,regulatory,positive,positive,0.7389822378754616,0.7596702575683594,0.7596702575683594,0.020688019692897797,0.21964170038700104
N000891,2018-12-07,POWERGRID,Power Grid Company of Bangladesh,Power,en,macro,positive,positive,0.9319920763373375,0.9538806080818176,0.9538806080818176,0.021888531744480133,0.024230850860476494
N000397,2024-07-19,NCCBANK,National Credit & Commerce Bank,Bank,en,expansion,negative,negative,-0.9512579720467329,0.9605076313018799,0.00924965925514698,0.9605076313018799,0.030242741107940674
N000414,2022-05-25,PRIMEBANK,Prime Bank Limited,Bank,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000662,2025-08-13,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,en,macro,positive,positive,0.93220847658813,0.9539912343025208,0.9539912343025208,0.021782757714390755,0.024225926026701927
N000052,2013-01-04,BRACBANK,BRAC Bank Limited,Bank,en,earnings,neutral,neutral,0.00793241336941719,0.9502303600311279,0.028851041570305824,0.020918628200888634,0.9502303600311279
N000258,2022-10-17,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,scandal,negative,negative,-0.9217782039195299,0.9328869581222534,0.011108754202723503,0.9328869581222534,0.05600431561470032
N000380,2026-04-06,NCCBANK,National Credit & Commerce Bank,Bank,en,earnings,positive,positive,0.9375117793679237,0.9582882523536682,0.9582882523536682,0.020776472985744476,0.02093525603413582
N000981,2019-07-26,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001078,2014-05-06,MARICO,Marico Bangladesh Limited,Consumer,en,earnings,positive,positive,0.9413002133369446,0.9598117470741272,0.9598117470741272,0.018511533737182617,0.02167670615017414
N000050,2018-04-16,BANKASIA,Bank Asia Limited,Bank,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N000609,2018-01-31,ACI,ACI Limited,Pharma,bn,macro,positive,positive,1.0,1.0,1.0,0.0,0.0
N001481,2014-04-02,DSEX,DSE Broad Index,Index,en,regulatory,positive,positive,0.6641810303553939,0.6797243356704712,0.6797243356704712,0.015543305315077305,0.3047323226928711
N000067,2019-09-30,BRACBANK,BRAC Bank Limited,Bank,bn,expansion,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001394,2015-05-07,JAMUNAOIL,Jamuna Oil Company,Fuel,bn,expansion,positive,neutral,0.0,0.0,0.0,0.0,1.0
N001076,2015-04-15,MARICO,Marico Bangladesh Limited,Consumer,bn,dividend,positive,positive,1.0,1.0,1.0,0.0,0.0
N001291,2020-05-22,BEXIMCO,BEXIMCO Limited,Conglomerate,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001289,2010-05-11,BEXIMCO,BEXIMCO Limited,Conglomerate,en,macro,positive,positive,0.9333105031400919,0.9539650678634644,0.9539650678634644,0.02065456472337246,0.025380348786711693
N001195,2010-06-11,BATBC,British American Tobacco Bangladesh,Tobacco,bn,regulatory,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000500,2024-02-02,SIBL,Social Islami Bank Limited,Bank,bn,macro,positive,neutral,0.0,0.0,0.0,0.0,1.0
N001428,2025-12-24,CUSTOMERS,Customer's Care PLC,Services,en,expansion,neutral,neutral,0.028141478076577187,0.9285961389541626,0.04977268725633621,0.021631209179759026,0.9285961389541626
N001532,2023-07-21,DSEX,DSE Broad Index,Index,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000488,2014-10-02,SIBL,Social Islami Bank Limited,Bank,en,scandal,negative,negative,-0.9254844225943089,0.9365069270133972,0.011022504419088364,0.9365069270133972,0.052470654249191284
N000385,2013-03-19,NCCBANK,National Credit & Commerce Bank,Bank,en,macro,neutral,positive,0.3868628293275833,0.560777485370636,0.560777485370636,0.17391465604305267,0.26530778408050537
N001525,2012-06-22,DSEX,DSE Broad Index,Index,en,scandal,negative,negative,-0.9243765044957399,0.9336864352226257,0.009309930726885796,0.9336864352226257,0.05700357258319855
N001429,2023-01-13,CUSTOMERS,Customer's Care PLC,Services,en,regulatory,neutral,neutral,0.08147605136036873,0.8794126510620117,0.10103173553943634,0.01955568417906761,0.8794126510620117
N000478,2023-03-10,SIBL,Social Islami Bank Limited,Bank,bn,macro,negative,negative,-1.0,1.0,0.0,1.0,0.0
N001444,2010-09-03,CUSTOMERS,Customer's Care PLC,Services,en,regulatory,positive,positive,0.8031446132808924,0.8226442337036133,0.8226442337036133,0.01949962042272091,0.15785616636276245
N000961,2020-10-19,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,dividend,neutral,neutral,0.06542162038385868,0.9108864068984985,0.0772676169872284,0.011845996603369713,0.9108864068984985
N000690,2026-01-09,BEXPHARMA,BEXIMCO Pharmaceuticals,Pharma,bn,expansion,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001522,2021-01-11,DSEX,DSE Broad Index,Index,en,earnings,positive,positive,0.9375262726098299,0.9588024020195007,0.9588024020195007,0.02127612940967083,0.019921477884054184
N000248,2024-11-19,EBL,Eastern Bank PLC,Bank,en,dividend,negative,negative,-0.9614043217152357,0.9716833233833313,0.010279001668095589,0.9716833233833313,0.018037699162960052
N000784,2016-03-15,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,dividend,neutral,positive,1.0,1.0,1.0,0.0,0.0
N000808,2026-07-24,ROBI,Robi Axiata Limited,Telecom,en,earnings,positive,positive,0.9411781281232834,0.9599307179450989,0.9599307179450989,0.01875258982181549,0.021316764876246452
N001371,2021-04-28,JAMUNAOIL,Jamuna Oil Company,Fuel,bn,expansion,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N000290,2011-07-05,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,dividend,neutral,neutral,0.058717645704746246,0.9130874872207642,0.07281505316495895,0.014097407460212708,0.9130874872207642
N000292,2018-05-04,ISLAMI BANK,Islami Bank Bangladesh PLC,Bank,en,earnings,neutral,neutral,0.004273161292076111,0.9508910775184631,0.026691067963838577,0.022417906671762466,0.9508910775184631
N001265,2016-01-15,BEXIMCO,BEXIMCO Limited,Conglomerate,en,earnings,negative,negative,-0.9647959442809224,0.9752463698387146,0.010450425557792187,0.9752463698387146,0.014303169213235378
N000138,2026-06-23,DBBL,Dutch-Bangla Bank PLC,Bank,en,expansion,neutral,neutral,0.04216744005680084,0.9184672236442566,0.061850111931562424,0.01968267187476158,0.9184672236442566
N001133,2018-05-11,UNILEVER,Unilever Consumer Care,Consumer,bn,expansion,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000843,2013-04-11,ROBI,Robi Axiata Limited,Telecom,en,earnings,negative,negative,-0.9658731073141098,0.9754446148872375,0.009571507573127747,0.9754446148872375,0.014983921311795712
N001167,2012-05-29,BATBC,British American Tobacco Bangladesh,Tobacco,en,dividend,negative,negative,-0.9626094587147236,0.9724419116973877,0.009832452982664108,0.9724419116973877,0.017725609242916107
N001006,2020-12-01,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,macro,negative,negative,-0.8566926643252373,0.9220080375671387,0.0653153732419014,0.9220080375671387,0.01267652865499258
N000975,2016-12-30,HEIDELBCEM,Heidelberg Cement Bangladesh,Cement,en,dividend,negative,negative,-0.9656868688762188,0.9733205437660217,0.007633674889802933,0.9733205437660217,0.019045839086174965
N000097,2011-11-02,BRACBANK,BRAC Bank Limited,Bank,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000709,2017-10-05,GP,Grameenphone Limited,Telecom,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
N000532,2012-02-02,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,earnings,positive,positive,0.9394864123314619,0.9596915245056152,0.9596915245056152,0.020205112174153328,0.020103299990296364
N000388,2019-02-27,NCCBANK,National Credit & Commerce Bank,Bank,bn,dividend,negative,neutral,0.0,0.0,0.0,0.0,1.0
N000006,2014-10-30,BANKASIA,Bank Asia Limited,Bank,en,expansion,positive,positive,0.7042548293247819,0.7165725231170654,0.7165725231170654,0.012317693792283535,0.2711097300052643
N000306,2021-08-21,MUTUALTRUST,Mutual Trust Bank Limited,Bank,en,earnings,negative,negative,-0.9664028007537127,0.9758008718490601,0.009398071095347404,0.9758008718490601,0.01480097882449627
N000567,2019-10-18,RENATA,Renata Limited,Pharma,en,scandal,negative,negative,-0.9245572295039892,0.9341918230056763,0.00963459350168705,0.9341918230056763,0.05617360770702362
N000034,2019-02-15,BANKASIA,Bank Asia Limited,Bank,en,earnings,neutral,neutral,0.01386188343167305,0.948005735874176,0.03292805328965187,0.01906616985797882,0.948005735874176
N000055,2017-06-23,BRACBANK,BRAC Bank Limited,Bank,en,macro,negative,negative,-0.8597236946225166,0.9235487580299377,0.06382506340742111,0.9235487580299377,0.012626242823898792
N000796,2015-08-08,BSCCL,Bangladesh Submarine Cable Company,Telecom,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N000084,2019-12-05,BRACBANK,BRAC Bank Limited,Bank,bn,regulatory,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001462,2024-10-11,DSEX,DSE Broad Index,Index,en,regulatory,positive,positive,0.6641810303553939,0.6797243356704712,0.6797243356704712,0.015543305315077305,0.3047323226928711
N000123,2020-07-10,DBBL,Dutch-Bangla Bank PLC,Bank,bn,expansion,positive,positive,1.0,1.0,1.0,0.0,0.0
N001402,2025-02-26,CUSTOMERS,Customer's Care PLC,Services,en,earnings,negative,negative,-0.9660900169983506,0.9756003618240356,0.009510344825685024,0.9756003618240356,0.014889292418956757
N000172,2017-10-01,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,en,expansion,neutral,neutral,0.04216744005680084,0.9184672236442566,0.061850111931562424,0.01968267187476158,0.9184672236442566
N000527,2016-07-15,SQURPHARMA,Square Pharmaceuticals PLC,Pharma,en,expansion,neutral,neutral,0.03559433855116367,0.9240902662277222,0.05575200542807579,0.020157666876912117,0.9240902662277222
N000399,2011-01-10,NCCBANK,National Credit & Commerce Bank,Bank,en,regulatory,positive,positive,0.7769422922283411,0.7854887843132019,0.7854887843132019,0.008546492084860802,0.20596471428871155
N000848,2024-04-26,ROBI,Robi Axiata Limited,Telecom,en,expansion,positive,positive,0.6958607230335474,0.7064900994300842,0.7064900994300842,0.010629376396536827,0.2828804850578308
N000841,2021-01-26,ROBI,Robi Axiata Limited,Telecom,bn,dividend,negative,neutral,0.0,0.0,0.0,0.0,1.0
N000040,2018-12-30,BANKASIA,Bank Asia Limited,Bank,en,dividend,negative,negative,-0.965201823040843,0.9733254313468933,0.0081236083060503,0.9733254313468933,0.018550964072346687
N001016,2017-06-08,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,scandal,negative,negative,-0.9199886890128255,0.9309234619140625,0.010934772901237011,0.9309234619140625,0.0581417940557003
N000568,2023-03-18,RENATA,Renata Limited,Pharma,en,scandal,negative,negative,-0.9523726496845484,0.9666596055030823,0.014286955818533897,0.9666596055030823,0.019053542986512184
N000139,2025-02-14,DBBL,Dutch-Bangla Bank PLC,Bank,en,regulatory,neutral,neutral,0.0800749845802784,0.8772269487380981,0.10142400860786438,0.021349024027585983,0.8772269487380981
N001074,2013-11-29,MARICO,Marico Bangladesh Limited,Consumer,bn,earnings,neutral,neutral,0.0,0.0,0.0,0.0,1.0
N001012,2026-05-27,LAFARGECEM,LafargeHolcim Bangladesh,Cement,en,regulatory,negative,negative,-0.8976721810176969,0.9074892997741699,0.009817118756473064,0.9074892997741699,0.08269356936216354
N001121,2010-12-04,UNILEVER,Unilever Consumer Care,Consumer,en,regulatory,positive,positive,0.6638462729752064,0.6843283176422119,0.6843283176422119,0.02048204466700554,0.29518964886665344
N000191,2018-04-24,DUTCHBANGL,Dutch-Bangla Bank PLC,Bank,bn,dividend,negative,neutral,0.0,0.0,0.0,0.0,1.0
N000412,2019-02-08,PRIMEBANK,Prime Bank Limited,Bank,bn,dividend,neutral,positive,1.0,1.0,1.0,0.0,0.0
N001143,2016-03-18,UNILEVER,Unilever Consumer Care,Consumer,en,earnings,neutral,neutral,0.006522301584482193,0.9481304883956909,0.029195938259363174,0.02267363667488098,0.9481304883956909
N000085,2020-08-24,BRACBANK,BRAC Bank Limited,Bank,bn,scandal,negative,negative,-1.0,1.0,0.0,1.0,0.0
